OID_,Name,Parcel__Parcel_Name,Project_ID,Record_Type,Project_Status,Owner__Full_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Neighborhood,Project_Zip_Code,Letter_of_Intent,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Modified_Date,Last_Project_Update_Date,Lat,Lon,A80_Proj_ID,LocCode,A80_URL,URL_Base,URL_Stat
1115,78 Braintree,,1875,,,,,,,Brighton,,,,,,,10/30/2020 0:00:00,,42.356299999999997,-71.135800000000003,1875,,http://www.bostonplans.org/projects/development-projects/78-Braintree,78-Braintree,
1116,404 Dorchester,,1877,,,,,,,South Boston,,,,,,,10/30/2020 0:00:00,,42.334699999999998,-71.056700000000006,1877,,http://www.bostonplans.org/projects/development-projects/404-Dorchester,404-Dorchester,
1117,36-40 Sprague Street,,1878,,,,,,,Hyde Park,,11/14/2016 0:00:00,6/9/2017 0:00:00,9/12/2019 0:00:00,,,11/30/2020 0:00:00,9/12/2019 0:00:00,42.235999999999997,-71.135900000000007,1878,,http://www.bostonplans.org/projects/development-projects/36-40-Sprague-Street,36-40-Sprague-Street,
1118,88 North Washington Street,,1879,,,,,,,West End,,,3/30/2016 0:00:00,3/16/2017 0:00:00,,,11/29/2020 0:00:00,3/16/2017 0:00:00,42.365299999999998,-71.058599999999998,1879,,http://www.bostonplans.org/projects/development-projects/88-North-Washington-Street,88-North-Washington-Street,
1119,76 Stonley Road,,1880,,,,,,,Jamaica Plain,,,5/10/2016 0:00:00,11/17/2016 0:00:00,10/24/2018 0:00:00,12/20/2019 0:00:00,12/21/2020 0:00:00,10/2/2020 0:00:00,42.303400000000003,-71.108500000000006,1880,,http://www.bostonplans.org/projects/development-projects/76-Stonley-Road,76-Stonley-Road,
1120,21 Glen Road,,1881,,,,,,,Jamaica Plain,,,,,,,10/30/2020 0:00:00,,42.309100000000001,-71.104100000000003,1881,,http://www.bostonplans.org/projects/development-projects/21-Glen-Road,21-Glen-Road,
1121,1725 Hyde Park,,1882,,,,,,,Hyde Park,,,,,,,10/30/2020 0:00:00,,42.240099999999998,-71.132000000000005,1882,,http://www.bostonplans.org/projects/development-projects/1725-Hyde-Park,1725-Hyde-Park,
1122,Blackstone Block development,,1883,,,,,,,Downtown,,,,4/25/2000 0:00:00,,,10/30/2020 0:00:00,,42.361699999999999,-71.057100000000005,1883,,http://www.bostonplans.org/projects/development-projects/Blackstone-Block-development,Blackstone-Block-development,
1123,18 Tremont,,1884,,,,,,,Downtown,,,,,,,10/30/2020 0:00:00,,42.358600000000003,-71.059600000000003,1884,,http://www.bostonplans.org/projects/development-projects/18-Tremont,18-Tremont,
1124,Whipple Ave,,1885,,,,,,,Roslindale,,,,,,,10/30/2020 0:00:00,,42.291600000000003,-71.122200000000007,1885,,http://www.bostonplans.org/projects/development-projects/Whipple-Ave,Whipple-Ave,
1125,24-29 Denby Street,,1886,,,,,,,Allston,,,,,,,10/30/2020 0:00:00,,42.355400000000003,-71.135099999999994,1886,,http://www.bostonplans.org/projects/development-projects/24-29-Denby-Street,24-29-Denby-Street,
1126,198 Hanover,,1888,,,,,,,North End,,,,,,,10/30/2020 0:00:00,,42.362900000000003,-71.055899999999994,1888,,http://www.bostonplans.org/projects/development-projects/198-Hanover,198-Hanover,
1127,Harrison Albany Block,,1889,,,,,,,South End,,11/5/2015 0:00:00,3/21/2016 0:00:00,3/2/2017 0:00:00,1/20/2018 0:00:00,1/29/2020 0:00:00,12/4/2020 0:00:00,10/2/2020 0:00:00,42.338299999999997,-71.069000000000003,1889,,http://www.bostonplans.org/projects/development-projects/Harrison-Albany-Block,Harrison-Albany-Block,
1128,Dewitt Community Center,,1890,,,,,,,Roxbury,,,2/24/2016 0:00:00,5/12/2016 0:00:00,11/23/2016 0:00:00,5/15/2018 0:00:00,11/30/2020 0:00:00,5/12/2016 0:00:00,42.332900000000002,-71.084500000000006,1890,,http://www.bostonplans.org/projects/development-projects/Dewitt-Community-Center,Dewitt-Community-Center,
1129,839 Beacon Street,,1891,,,,,,,Fenway,,,3/28/2016 0:00:00,5/12/2016 0:00:00,5/17/2017 0:00:00,2/3/2020 0:00:00,11/30/2020 0:00:00,5/26/2017 0:00:00,42.346899999999998,-71.102900000000005,1891,,http://www.bostonplans.org/projects/development-projects/839-Beacon-Street,839-Beacon-Street,
1130,301-303 Border Street,,1892,,,,,,,East Boston,,3/28/2016 0:00:00,9/23/2016 0:00:00,11/17/2016 0:00:00,3/25/2020 0:00:00,,11/30/2020 0:00:00,12/19/2016 0:00:00,42.378000000000000,-71.039800000000000,1892,,http://www.bostonplans.org/projects/development-projects/301-303-Border-Street,301-303-Border-Street,
1131,Harvard Vanguard,,1893,,,,,,,Fenway,,,,,,,10/30/2020 0:00:00,,42.345700000000001,-71.101500000000001,1893,,http://www.bostonplans.org/projects/development-projects/Harvard-Vanguard,Harvard-Vanguard,
1132,7 Channel Center,,1894,,,,,,,South Boston,,,,,,,10/30/2020 0:00:00,,42.344999999999999,-71.052000000000007,1894,,http://www.bostonplans.org/projects/development-projects/7-Channel-Center,7-Channel-Center,
1133,3193 Washington Street,,1895,,,,,,,Jamaica Plain,,,4/21/2016 0:00:00,10/20/2016 0:00:00,8/16/2018 0:00:00,12/24/2020 0:00:00,1/20/2021 0:00:00,1/15/2021 0:00:00,42.312800000000003,-71.101600000000005,1895,,http://www.bostonplans.org/projects/development-projects/3193-Washington-Street,3193-Washington-Street,
1134,545 East Third Street,,1896,,,,,,,South Boston,,,7/14/2016 0:00:00,10/20/2016 0:00:00,5/29/2018 0:00:00,11/13/2019 0:00:00,11/30/2020 0:00:00,5/23/2019 0:00:00,42.336199999999998,-71.038100000000000,1896,,http://www.bostonplans.org/projects/development-projects/545-East-Third-Street,545-East-Third-Street,
1135,Madison Tropical Parcel 10 Building C,,1897,,,,,,,Roxbury,,,,,4/28/2016 0:00:00,12/8/2017 0:00:00,10/30/2020 0:00:00,,42.332999999999998,-71.081999999999994,1897,,http://www.bostonplans.org/projects/development-projects/Madison-Tropical-Parcel-10-Building-C,Madison-Tropical-Parcel-10-Building-C,
1136,218-220 Old Colony Avenue,,1898,,,,,,,South Boston,,,9/25/2019 0:00:00,3/12/2020 0:00:00,,,12/21/2020 0:00:00,9/25/2019 0:00:00,42.332799999999999,-71.053299999999993,1898,,http://www.bostonplans.org/projects/development-projects/218-220-Old-Colony-Avenue,218-220-Old-Colony-Avenue,
1137,411 Dorchester Avenue,,1899,,,,,,,South Boston,,,,,,,10/30/2020 0:00:00,,42.334499999999998,-71.057299999999998,1899,,http://www.bostonplans.org/projects/development-projects/411-Dorchester-Avenue,411-Dorchester-Avenue,
1138,101-105 Washington Street,,1900,,,,,,,Brighton,,5/16/2016 0:00:00,8/26/2016 0:00:00,11/17/2016 0:00:00,,,11/24/2020 0:00:00,,42.345100000000002,-71.144599999999997,1900,,http://www.bostonplans.org/projects/development-projects/101-105-Washington-Street,101-105-Washington-Street,
1139,Boston College - Recreation Center,,1901,,,,,,,Brighton,,,5/19/2016 0:00:00,,,,10/30/2020 0:00:00,,42.337299999999999,-71.164599999999993,1901,,http://www.bostonplans.org/projects/development-projects/Boston-College-Recreation-Center,Boston-College-Recreation-Center,
1140,Parcel Q1,,1902,,,,,,,South Boston Waterfront,,5/20/2016 0:00:00,8/29/2016 0:00:00,12/15/2016 0:00:00,4/5/2018 0:00:00,1/31/2020 0:00:00,11/30/2020 0:00:00,12/15/2016 0:00:00,42.344900000000003,-71.037700000000001,1902,,http://www.bostonplans.org/projects/development-projects/Parcel-Q1,Parcel-Q1,
1141,159-201 Washington Street (St. Gabriel's),,1903,,,,,,,Brighton,,5/18/2016 0:00:00,7/18/2016 0:00:00,11/16/2017 0:00:00,4/30/2018 0:00:00,,11/30/2020 0:00:00,11/12/2020 0:00:00,42.347400000000000,-71.146199999999993,1903,,http://www.bostonplans.org/projects/development-projects/159-201-Washington-Street-(St.-Gabriel-s),159-201-Washington-Street-(St.-Gabriel-s),
1142,1857-1859 Dorchester Avenue,,1904,,,,,,,Dorchester,,,2/3/2017 0:00:00,4/13/2017 0:00:00,,,11/30/2020 0:00:00,3/22/2019 0:00:00,42.287500000000001,-71.064200000000000,1904,,http://www.bostonplans.org/projects/development-projects/1857-1859-Dorchester-Avenue,1857-1859-Dorchester-Avenue,
1143,123 Hamilton Street,,1905,,,,,,,Dorchester,,,8/31/2016 0:00:00,11/17/2016 0:00:00,11/3/2017 0:00:00,5/3/2019 0:00:00,11/30/2020 0:00:00,8/4/2017 0:00:00,42.306800000000003,-71.067999999999998,1905,,http://www.bostonplans.org/projects/development-projects/123-Hamilton-Street,123-Hamilton-Street,
1144,1065 Tremont Street Phase II,,1906,,,,,,,Roxbury,,,1/31/2017 0:00:00,4/13/2017 0:00:00,7/19/2018 0:00:00,1/3/2020 0:00:00,11/30/2020 0:00:00,4/13/2017 0:00:00,42.336199999999998,-71.086399999999998,1906,,http://www.bostonplans.org/projects/development-projects/1065-Tremont-Street-Phase-II,1065-Tremont-Street-Phase-II,
1145,1120-1132 Washington Street,,1907,,,,,,,Dorchester,,5/12/2016 0:00:00,8/25/2017 0:00:00,,,,11/30/2020 0:00:00,3/3/2020 0:00:00,42.273299999999999,-71.069599999999994,1907,,http://www.bostonplans.org/projects/development-projects/1120-1132-Washington-Street,1120-1132-Washington-Street,
1146,289 Walk Hill Street,,1908,,,,,,,Roslindale,,,,5/14/2020 0:00:00,,,11/30/2020 0:00:00,5/14/2020 0:00:00,42.287999999999997,-71.107500000000002,1908,,http://www.bostonplans.org/projects/development-projects/289-Walk-Hill-Street,289-Walk-Hill-Street,
1147,280-290 Warren Street,,1912,,,,,,,Roxbury,,7/12/2016 0:00:00,9/27/2016 0:00:00,12/15/2016 0:00:00,12/30/2019 0:00:00,,11/30/2020 0:00:00,9/20/2019 0:00:00,42.321100000000001,-71.081500000000005,1912,,http://www.bostonplans.org/projects/development-projects/280-290-Warren-Street,280-290-Warren-Street,
1148,Parcel 25 Phase I Office,,1913,,,,,,,Mission Hill,,,,,7/8/2016 0:00:00,11/6/2017 0:00:00,10/30/2020 0:00:00,,42.331800000000001,-71.095799999999997,1913,,http://www.bostonplans.org/projects/development-projects/Parcel-25-Phase-I-Office,Parcel-25-Phase-I-Office,
1149,The Residences at Forest Hills,,1914,,,,,,,Jamaica Plain,,,10/20/2016 0:00:00,1/12/2017 0:00:00,1/11/2018 0:00:00,12/11/2020 0:00:00,1/11/2021 0:00:00,1/27/2020 0:00:00,42.300500000000000,-71.112200000000001,1914,,http://www.bostonplans.org/projects/development-projects/The-Residences-at-Forest-Hills,The-Residences-at-Forest-Hills,
1150,Packard Crossing,,1915,,,,,,,Allston,,,2/27/2016 0:00:00,9/15/2016 0:00:00,7/11/2017 0:00:00,4/30/2020 0:00:00,11/29/2020 0:00:00,3/13/2017 0:00:00,42.352800000000002,-71.127200000000002,1915,,http://www.bostonplans.org/projects/development-projects/Packard-Crossing,Packard-Crossing,
1151,Boston College - Brighton Athletic Fields,,1916,,,,,,,Brighton,,,,9/15/2016 0:00:00,3/30/2017 0:00:00,,11/29/2020 0:00:00,9/15/2016 0:00:00,42.344099999999997,-71.159899999999993,1916,,http://www.bostonplans.org/projects/development-projects/Boston-College-Brighton-Athletic-Fields,Boston-College-Brighton-Athletic-Fields,
1152,13 Shetland Street,,1917,,,,,,,Roxbury,,,7/5/2017 0:00:00,9/14/2017 0:00:00,3/7/2019 0:00:00,7/17/2020 0:00:00,11/30/2020 0:00:00,11/19/2018 0:00:00,42.324800000000003,-71.067899999999995,1917,,http://www.bostonplans.org/projects/development-projects/13-Shetland-Street,13-Shetland-Street,
1153,420 West Broadway,,1918,,,,,,,South Boston,,,1/10/2017 0:00:00,3/17/2017 0:00:00,8/17/2018 0:00:00,,10/30/2020 0:00:00,,42.336900000000000,-71.047100000000000,1918,,http://www.bostonplans.org/projects/development-projects/420-West-Broadway,420-West-Broadway,
1154,79 West Broadway,,1919,,,,,,,South Boston,,,,,,,10/30/2020 0:00:00,,42.341400000000000,-71.055400000000006,1919,,http://www.bostonplans.org/projects/development-projects/79-West-Broadway,79-West-Broadway,
1155,120 Moore Street,,1920,,,,,,,East Boston,,,,,,,10/30/2020 0:00:00,,42.380899999999997,-71.017399999999995,1920,,http://www.bostonplans.org/projects/development-projects/120-Moore-Street,120-Moore-Street,
1156,212-214 Market Street,,1921,,,,,,,Brighton,,,1/10/2017 0:00:00,3/16/2017 0:00:00,3/20/2018 0:00:00,10/24/2019 0:00:00,11/30/2020 0:00:00,1/11/2018 0:00:00,42.355200000000004,-71.149400000000000,1921,,http://www.bostonplans.org/projects/development-projects/212-214-Market-Street,212-214-Market-Street,
1157,Emerson College - 12 Hemenway Street,,1922,,,,,,,Fenway,,,,,,,10/30/2020 0:00:00,,42.346400000000003,-71.088999999999999,1922,,http://www.bostonplans.org/projects/development-projects/Emerson-College-12-Hemenway-Street,Emerson-College-12-Hemenway-Street,
1158,Bunker Hill Housing Redevelopment,,1923,,,,,,,Charlestown,,8/16/2016 0:00:00,9/27/2016 0:00:00,,,,1/16/2021 0:00:00,1/12/2021 0:00:00,42.377299999999998,-71.057199999999995,1923,,http://www.bostonplans.org/projects/development-projects/Bunker-Hill-Housing-Redevelopment,Bunker-Hill-Housing-Redevelopment,
1159,252-264 Huntington Avenue,,1924,,,,,,,Fenway,,1/11/2017 0:00:00,6/26/2017 0:00:00,12/14/2017 0:00:00,,,10/30/2020 0:00:00,,42.341999999999999,-71.085200000000000,1924,,http://www.bostonplans.org/projects/development-projects/252-264-Huntington-Avenue,252-264-Huntington-Avenue,
1160,The Boston Garden Phase I (The Hub),,1925,,,,,,,West End,,5/15/2013 0:00:00,9/6/2013 0:00:00,12/19/2013 0:00:00,9/1/2016 0:00:00,11/1/2018 0:00:00,11/29/2020 0:00:00,1/7/2014 0:00:00,42.366000000000000,-71.061899999999994,1925,,http://www.bostonplans.org/projects/development-projects/The-Boston-Garden-Phase-I-(The-Hub),The-Boston-Garden-Phase-I-(The-Hub),
1161,Fenway Center - Phase 1,,1927,,,,,,,Fenway,,,9/14/2016 0:00:00,,12/6/2017 0:00:00,7/21/2020 0:00:00,12/4/2020 0:00:00,10/27/2020 0:00:00,42.347400000000000,-71.100999999999999,1927,,http://www.bostonplans.org/projects/development-projects/Fenway-Center-Phase-1,Fenway-Center-Phase-1,
1162,202 Southampton Street,,1928,,,,,,,Dorchester,,,,,,,10/30/2020 0:00:00,,42.331800000000001,-71.065899999999999,1928,,http://www.bostonplans.org/projects/development-projects/202-Southampton-Street,202-Southampton-Street,
1163,Quincy Tower Renovation,,1929,,,,,,,Chinatown,,9/16/2016 0:00:00,10/17/2016 0:00:00,12/15/2016 0:00:00,1/19/2017 0:00:00,10/4/2018 0:00:00,11/30/2020 0:00:00,1/18/2017 0:00:00,42.348300000000002,-71.064700000000002,1929,,http://www.bostonplans.org/projects/development-projects/Quincy-Tower-Renovation,Quincy-Tower-Renovation,
1164,139-149 Washington Street,,1930,,,,,,,Brighton,,,11/24/2020 0:00:00,1/14/2021 0:00:00,,,1/15/2021 0:00:00,12/21/2020 0:00:00,42.346600000000002,-71.145099999999999,1930,,http://www.bostonplans.org/projects/development-projects/139-149-Washington-Street,139-149-Washington-Street,
1165,Herb Chambers Jaguar Land Rover-Boston,,1931,,,,,,,Dorchester,,8/31/2016 0:00:00,,,,,10/30/2020 0:00:00,,42.316899999999997,-71.050100000000000,1931,,http://www.bostonplans.org/projects/development-projects/Herb-Chambers-Jaguar-Land-Rover-Boston,Herb-Chambers-Jaguar-Land-Rover-Boston,
1166,16 Ronald Street,,1932,,,,,,,Dorchester,,,9/28/2016 0:00:00,11/17/2016 0:00:00,7/24/2019 0:00:00,,11/29/2020 0:00:00,7/16/2019 0:00:00,42.304800000000000,-71.077799999999996,1932,,http://www.bostonplans.org/projects/development-projects/16-Ronald-Street,16-Ronald-Street,
1167,43 Lochdale Road,,1933,,,,,,,Roslindale,,,3/22/2019 0:00:00,8/15/2019 0:00:00,,,11/30/2020 0:00:00,8/15/2019 0:00:00,42.294800000000002,-71.120000000000005,1933,,http://www.bostonplans.org/projects/development-projects/43-Lochdale-Road,43-Lochdale-Road,
1168,735 Truman Parkway,,1934,,,,,,,Hyde Park,,,4/4/2017 0:00:00,5/11/2017 0:00:00,7/23/2018 0:00:00,10/9/2019 0:00:00,11/30/2020 0:00:00,2/5/2019 0:00:00,42.251700000000000,-71.120500000000007,1934,,http://www.bostonplans.org/projects/development-projects/735-Truman-Parkway,735-Truman-Parkway,
1169,Berklee College of Music IMP,,1935,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1935,None,http://www.bostonplans.org/projects/development-projects/Berklee-College-of-Music-IMP,Berklee-College-of-Music-IMP,
1170,Boston College IMP,,1936,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1936,None,http://www.bostonplans.org/projects/development-projects/Boston-College-IMP,Boston-College-IMP,
1171,Boston University IMP 2013-2023,,1937,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1937,None,http://www.bostonplans.org/projects/development-projects/Boston-University-IMP-2013-2023,Boston-University-IMP-2013-2023,
1172,Emerson College IMP,,1938,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1938,None,http://www.bostonplans.org/projects/development-projects/Emerson-College-IMP,Emerson-College-IMP,
1173,Emmanuel College IMP,,1939,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1939,None,http://www.bostonplans.org/projects/development-projects/Emmanuel-College-IMP,Emmanuel-College-IMP,
1174,Harvard Arnold Arboretum IMP 2007,,1940,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1940,None,http://www.bostonplans.org/projects/development-projects/Harvard-Arnold-Arboretum-IMP-2007,Harvard-Arnold-Arboretum-IMP-2007,
1175,Harvard University Allston IMP 2013,,1941,,,,,,,,,,,,,,12/11/2020 0:00:00,,42.356999999999999,-71.093000000000004,1941,None,http://www.bostonplans.org/projects/development-projects/Harvard-University-Allston-IMP-2013,Harvard-University-Allston-IMP-2013,
1176,Harvard University Longwood Campus IMP,,1942,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1942,None,http://www.bostonplans.org/projects/development-projects/Harvard-University-Longwood-Campus-IMP,Harvard-University-Longwood-Campus-IMP,
1177,Mass. College of Pharmacy IMP,,1943,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1943,None,http://www.bostonplans.org/projects/development-projects/Mass.-College-of-Pharmacy-IMP,Mass.-College-of-Pharmacy-IMP,
1178,New England Conservatory IMP,,1944,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1944,None,http://www.bostonplans.org/projects/development-projects/New-England-Conservatory-IMP,New-England-Conservatory-IMP,
1179,Northeastern University IMP,,1945,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1945,None,http://www.bostonplans.org/projects/development-projects/Northeastern-University-IMP,Northeastern-University-IMP,
1180,Simmons College IMP 2000-2019,,1946,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1946,None,http://www.bostonplans.org/projects/development-projects/Simmons-College-IMP-2000-2019,Simmons-College-IMP-2000-2019,
1181,Suffolk University IMP 2008-2018,,1947,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1947,None,http://www.bostonplans.org/projects/development-projects/Suffolk-University-IMP-2008-2018,Suffolk-University-IMP-2008-2018,
1182,Boston Conservatory IMP,,1948,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1948,None,http://www.bostonplans.org/projects/development-projects/Boston-Conservatory-IMP,Boston-Conservatory-IMP,
1183,Tufts University IMP 2020-2023,,1949,,,,,,,,,,3/6/2020 0:00:00,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1949,None,http://www.bostonplans.org/projects/development-projects/Tufts-University-IMP-2020-2023,Tufts-University-IMP-2020-2023,
1184,Wentworth Institute of Technology IMP 2011-,,1950,,,,,,,,,,,,,,1/15/2021 0:00:00,,42.356999999999999,-71.093000000000004,1950,None,http://www.bostonplans.org/projects/development-projects/Wentworth-Institute-of-Technology-IMP-2011-,Wentworth-Institute-of-Technology-IMP-2011-,
1185,Wheelock College IMP,,1951,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1951,None,http://www.bostonplans.org/projects/development-projects/Wheelock-College-IMP,Wheelock-College-IMP,
1186,Beth Israel Deaconess Medical Center IMP,,1952,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1952,None,http://www.bostonplans.org/projects/development-projects/Beth-Israel-Deaconess-Medical-Center-IMP,Beth-Israel-Deaconess-Medical-Center-IMP,
1187,Boston University Medical Center IMP,,1953,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1953,None,http://www.bostonplans.org/projects/development-projects/Boston-University-Medical-Center-IMP,Boston-University-Medical-Center-IMP,
1188,Brigham and Women�s Hospital IMP 2010-2022,,1954,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1954,None,http://www.bostonplans.org/projects/development-projects/Brigham-and-Women�s-Hospital-IMP-2010-2022,Brigham-and-Women�s-Hospital-IMP-2010-2022,
1189,Boston Children's Hospital IMP 2008-2023,,1955,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1955,None,http://www.bostonplans.org/projects/development-projects/Boston-Children-s-Hospital-IMP-2008-2023,Boston-Children-s-Hospital-IMP-2008-2023,
1190,Dana Farber Cancer Institute IMP,,1956,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1956,None,http://www.bostonplans.org/projects/development-projects/Dana-Farber-Cancer-Institute-IMP,Dana-Farber-Cancer-Institute-IMP,
1191,Joslin Diabetes Center IMP,,1957,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1957,None,http://www.bostonplans.org/projects/development-projects/Joslin-Diabetes-Center-IMP,Joslin-Diabetes-Center-IMP,
1192,Massachusetts Eye and Ear Infirmary IMP,,1958,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1958,None,http://www.bostonplans.org/projects/development-projects/Massachusetts-Eye-and-Ear-Infirmary-IMP,Massachusetts-Eye-and-Ear-Infirmary-IMP,
1193,Massachusetts General Hospital IMP,,1959,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1959,None,http://www.bostonplans.org/projects/development-projects/Massachusetts-General-Hospital-IMP,Massachusetts-General-Hospital-IMP,
1194,New England Baptist Hospital IMP,,1960,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1960,None,http://www.bostonplans.org/projects/development-projects/New-England-Baptist-Hospital-IMP,New-England-Baptist-Hospital-IMP,
1195,Spaulding Rehab IMP,,1961,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1961,None,http://www.bostonplans.org/projects/development-projects/Spaulding-Rehab-IMP,Spaulding-Rehab-IMP,
1196,St. Elizabeth's Medical Center IMP,,1962,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1962,None,http://www.bostonplans.org/projects/development-projects/St.-Elizabeth-s-Medical-Center-IMP,St.-Elizabeth-s-Medical-Center-IMP,
1197,Tufts Medical Center IMP,,1963,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1963,None,http://www.bostonplans.org/projects/development-projects/Tufts-Medical-Center-IMP,Tufts-Medical-Center-IMP,
1198,PDA001,,1964,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1964,None,http://www.bostonplans.org/projects/development-projects/PDA001,PDA001,
1199,PDA002,,1965,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1965,None,http://www.bostonplans.org/projects/development-projects/PDA002,PDA002,
1200,PDA003,,1966,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1966,None,http://www.bostonplans.org/projects/development-projects/PDA003,PDA003,
1201,PDA004,,1967,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1967,None,http://www.bostonplans.org/projects/development-projects/PDA004,PDA004,
1202,PDA005,,1968,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1968,None,http://www.bostonplans.org/projects/development-projects/PDA005,PDA005,
1203,PDA006,,1969,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1969,None,http://www.bostonplans.org/projects/development-projects/PDA006,PDA006,
1204,PDA007,,1970,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1970,None,http://www.bostonplans.org/projects/development-projects/PDA007,PDA007,
1205,PDA008,,1971,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1971,None,http://www.bostonplans.org/projects/development-projects/PDA008,PDA008,
1206,PDA009,,1972,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1972,None,http://www.bostonplans.org/projects/development-projects/PDA009,PDA009,
1207,PDA010,,1973,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1973,None,http://www.bostonplans.org/projects/development-projects/PDA010,PDA010,
1208,PDA011,,1974,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1974,None,http://www.bostonplans.org/projects/development-projects/PDA011,PDA011,
1209,PDA012,,1975,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1975,None,http://www.bostonplans.org/projects/development-projects/PDA012,PDA012,
1210,PDA013,,1976,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1976,None,http://www.bostonplans.org/projects/development-projects/PDA013,PDA013,
1211,PDA014,,1977,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1977,None,http://www.bostonplans.org/projects/development-projects/PDA014,PDA014,
1212,PDA015,,1978,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1978,None,http://www.bostonplans.org/projects/development-projects/PDA015,PDA015,
1213,PDA016,,1979,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1979,None,http://www.bostonplans.org/projects/development-projects/PDA016,PDA016,
1214,PDA017,,1980,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1980,None,http://www.bostonplans.org/projects/development-projects/PDA017,PDA017,
1215,PDA018,,1981,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1981,None,http://www.bostonplans.org/projects/development-projects/PDA018,PDA018,
1216,PDA019,,1982,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1982,None,http://www.bostonplans.org/projects/development-projects/PDA019,PDA019,
1217,PDA020,,1983,,,,,,,,,,,,,,10/30/2020 0:00:00,,42.356999999999999,-71.093000000000004,1983,None,http://www.bostonplans.org/projects/development-projects/PDA020,PDA020,
