OID_,Name,Parcel__Parcel_Name,Project_ID,Record_Type,Project_Status,Owner__Full_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Neighborhood,Project_Zip_Code,Letter_of_Intent,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Modified_Date,Last_Project_Update_Date,Lat,Lon,A80_Proj_ID,LocCode,A80_URL,URL_Base,URL_Stat
712,East Boston Neighborhood Health Center,,1424,,,,,,,East Boston,,,2/12/2010 0:00:00,3/16/2010 0:00:00,2/28/2011 0:00:00,6/11/2012 0:00:00,10/30/2020 0:00:00,,42.369700000000002,-71.039599999999993,1424,,,East-Boston-Neighborhood-Health-Center,404
713,Brookview House II,,1425,,,,,,,Dorchester,,,11/20/2009 0:00:00,1/12/2010 0:00:00,7/7/2016 0:00:00,,11/29/2020 0:00:00,1/12/2010 0:00:00,42.289000000000001,-71.090299999999999,1425,,http://www.bostonplans.org/projects/development-projects/Brookview-House-II,Brookview-House-II,200
714,Genzyme Phase III Expansion,,1427,,,,,,,Allston,,10/21/2009 0:00:00,,,4/30/2012 0:00:00,10/2/2012 0:00:00,10/30/2020 0:00:00,,42.362699999999997,-71.119100000000003,1427,,,Genzyme-Phase-III-Expansion,404
715,Old Colony Phase I,,1428,,,,,,,South Boston,,2/9/2010 0:00:00,2/22/2010 0:00:00,4/13/2010 0:00:00,9/15/2010 0:00:00,12/23/2011 0:00:00,10/30/2020 0:00:00,,42.330800000000004,-71.051699999999997,1428,,,Old-Colony-Phase-I,404
716,Landmark Center North Addition,,1429,,,,,,,Fenway,,1/20/2010 0:00:00,5/3/2010 0:00:00,,,,10/30/2020 0:00:00,,42.344799999999999,-71.102699999999999,1429,,,Landmark-Center-North-Addition,404
717,1271 Boylston Street,,1430,,,,,,,Fenway,,3/1/2010 0:00:00,,,,,10/30/2020 0:00:00,,42.345300000000002,-71.096900000000005,1430,,,1271-Boylston-Street,404
718,Massachusetts General Hospital - Museum and History Center,,1431,,,,,,,West End,,,,9/21/2010 0:00:00,12/8/2010 0:00:00,12/9/2011 0:00:00,11/29/2020 0:00:00,9/21/2010 0:00:00,42.361400000000003,-71.068200000000004,1431,,,Massachusetts-General-Hospital-Museum-and-History-Center,404
719,Whittier Street Health Center,,1432,,,,,,,Roxbury,,5/7/2010 0:00:00,6/15/2010 0:00:00,7/20/2010 0:00:00,2/10/2011 0:00:00,2/6/2012 0:00:00,10/30/2020 0:00:00,,42.333100000000002,-71.090100000000007,1432,,,Whittier-Street-Health-Center,404
720,Liberty Mutual,,1433,,,,,,,Back Bay,,4/9/2010 0:00:00,5/15/2010 0:00:00,8/17/2010 0:00:00,12/16/2010 0:00:00,11/26/2013 0:00:00,10/30/2020 0:00:00,,42.349299999999999,-71.071399999999997,1433,,,Liberty-Mutual,404
721,Massachusetts General Hospital - Building for 3rd Century,,1435,,,,,,,West End,,,,11/16/2006 0:00:00,6/1/2008 0:00:00,,11/29/2020 0:00:00,11/16/2006 0:00:00,42.362900000000003,-71.068500000000000,1435,,,Massachusetts-General-Hospital-Building-for-3rd-Century,404
722,Mattapan Heights Five Chapter 121A Project,,1437,,,,,,,Mattapan,,10/28/2009 0:00:00,2/24/2010 0:00:00,7/20/2010 0:00:00,4/15/2012 0:00:00,,10/30/2020 0:00:00,,42.272900000000000,-71.081699999999998,1437,,,Mattapan-Heights-Five-Chapter-121A-Project,404
723,Forest Hills Parcel V&W,,1438,,,,,,,Jamaica Plain,,,12/14/2009 0:00:00,4/13/2010 0:00:00,9/28/2012 0:00:00,,10/30/2020 0:00:00,,42.297600000000003,-71.116500000000002,1438,,http://www.bostonplans.org/projects/development-projects/Forest-Hills-Parcel-V&W,Forest-Hills-Parcel-V&W,200
724,Dudley Greenville Rental Housing,,1439,,,,,,,Roxbury,,3/23/2010 0:00:00,6/25/2010 0:00:00,8/17/2010 0:00:00,10/25/2012 0:00:00,6/18/2014 0:00:00,11/30/2020 0:00:00,8/17/2010 0:00:00,42.328200000000002,-71.080799999999996,1439,,http://www.bostonplans.org/projects/development-projects/Dudley-Greenville-Rental-Housing,Dudley-Greenville-Rental-Housing,200
725,Charing Cross at 1501 Commonwealth Avenue aka The LANCASTER,,1440,,,,,,,Brighton,,5/23/2011 0:00:00,2/23/2012 0:00:00,4/12/2012 0:00:00,11/7/2013 0:00:00,10/8/2015 0:00:00,11/30/2020 0:00:00,7/1/2013 0:00:00,42.347499999999997,-71.141400000000004,1440,,,Charing-Cross-at-1501-Commonwealth-Avenue-aka-The-LANCASTER,404
726,90 Smith Street - Basilica Court,,1441,,,,,,,Mission Hill,,,8/20/2009 0:00:00,1/12/2010 0:00:00,6/28/2010 0:00:00,6/9/2011 0:00:00,10/30/2020 0:00:00,,42.333700000000000,-71.099999999999994,1441,,,90-Smith-Street-Basilica-Court,404
727,Fenway Triangle Mixed-Use Project (Van Ness),,1442,,,,,,,Fenway,,8/4/2010 0:00:00,12/21/2010 0:00:00,9/15/2011 0:00:00,2/21/2013 0:00:00,1/12/2016 0:00:00,1/19/2021 0:00:00,9/15/2011 0:00:00,42.344499999999996,-71.099100000000007,1442,,,Fenway-Triangle-Mixed-Use-Project-(Van-Ness),404
728,Garden Garage,,1443,,,,,,,West End,,8/23/2010 0:00:00,1/7/2011 0:00:00,2/11/2016 0:00:00,5/3/2018 0:00:00,,12/21/2020 0:00:00,12/16/2020 0:00:00,42.365299999999998,-71.064800000000005,1443,,http://www.bostonplans.org/projects/development-projects/Garden-Garage,Garden-Garage,200
729,Heritage Development Capital Improvements,,1444,,,,,,,East Boston,,,9/3/2010 0:00:00,10/12/2010 0:00:00,4/15/2011 0:00:00,11/26/2013 0:00:00,10/30/2020 0:00:00,,42.368400000000001,-71.040499999999994,1444,,,Heritage-Development-Capital-Improvements,404
730,Humboldt Elderly Apartments,,1445,,,,,,,Roxbury,,,8/19/2010 0:00:00,,,,10/30/2020 0:00:00,,42.314399999999999,-71.088899999999995,1445,,,Humboldt-Elderly-Apartments,404
731,Saint Augustine's at 205 E Street,,1446,,,,,,,South Boston,,,10/30/2008 0:00:00,9/21/2010 0:00:00,8/12/2015 0:00:00,11/9/2017 0:00:00,10/30/2020 0:00:00,,42.334499999999998,-71.052599999999998,1446,,,Saint-Augustine-s-at-205-E-Street,404
732,Lower Mills Apartments,,1447,,,,,,,Dorchester,,,,10/12/2010 0:00:00,,,11/29/2020 0:00:00,10/12/2010 0:00:00,42.273000000000003,-71.067300000000003,1447,,http://www.bostonplans.org/projects/development-projects/Lower-Mills-Apartments,Lower-Mills-Apartments,200
733,Roxbury Crossing Senior Building,,1448,,,,,,,Mission Hill,,,10/7/2010 0:00:00,4/14/2011 0:00:00,1/15/2014 0:00:00,6/30/2015 0:00:00,11/29/2020 0:00:00,4/14/2011 0:00:00,42.332299999999996,-71.095900000000000,1448,,http://www.bostonplans.org/projects/development-projects/Roxbury-Crossing-Senior-Building,Roxbury-Crossing-Senior-Building,200
734,Old Colony Phase II,,1449,,,,,,,South Boston,,,9/15/2010 0:00:00,11/16/2010 0:00:00,9/28/2012 0:00:00,5/29/2014 0:00:00,11/29/2020 0:00:00,11/16/2010 0:00:00,42.331699999999998,-71.050899999999999,1449,,http://www.bostonplans.org/projects/development-projects/Old-Colony-Phase-II,Old-Colony-Phase-II,200
735,St. Kevin's Redevelopment,,1450,,,,,,,Dorchester,,11/16/2010 0:00:00,12/3/2010 0:00:00,3/10/2011 0:00:00,1/14/2014 0:00:00,9/25/2015 0:00:00,11/30/2020 0:00:00,3/10/2011 0:00:00,42.315199999999997,-71.067300000000003,1450,,,St.-Kevin-s-Redevelopment,404
736,395 West Broadway,,1451,,,,,,,South Boston,,,12/3/2010 0:00:00,2/10/2011 0:00:00,11/25/2011 0:00:00,10/3/2013 0:00:00,11/30/2020 0:00:00,2/10/2011 0:00:00,42.337100000000000,-71.048800000000000,1451,,http://www.bostonplans.org/projects/development-projects/395-West-Broadway,395-West-Broadway,200
737,5165 Washington Street,,1452,,,,,,,West Roxbury,,,1/3/2011 0:00:00,3/10/2011 0:00:00,11/13/2013 0:00:00,11/29/2016 0:00:00,11/30/2020 0:00:00,3/10/2011 0:00:00,42.262500000000003,-71.156300000000002,1452,,http://www.bostonplans.org/projects/development-projects/5165-Washington-Street,5165-Washington-Street,200
738,Excel Academy,,1453,,,,,,,East Boston,,,1/6/2011 0:00:00,2/10/2011 0:00:00,9/14/2011 0:00:00,11/19/2012 0:00:00,10/30/2020 0:00:00,,42.382899999999999,-71.018900000000002,1453,,,Excel-Academy,404
739,Whittier Place Apartments,,1454,,,,,,,Dorchester,,,2/3/2011 0:00:00,10/20/2011 0:00:00,12/1/2015 0:00:00,3/6/2017 0:00:00,11/30/2020 0:00:00,10/20/2011 0:00:00,42.289999999999999,-71.074900000000000,1454,,,Whittier-Place-Apartments,404
740,Patriot Homes,,1455,,,,,,,South Boston,,,2/11/2011 0:00:00,5/12/2011 0:00:00,2/19/2015 0:00:00,11/17/2016 0:00:00,11/29/2020 0:00:00,5/12/2011 0:00:00,42.339199999999998,-71.049999999999997,1455,,http://www.bostonplans.org/projects/development-projects/Patriot-Homes,Patriot-Homes,200
741,Tremont Crossing (P-3),,1456,,,,,,,Roxbury,,2/10/2011 0:00:00,4/17/2012 0:00:00,3/16/2017 0:00:00,,,1/4/2021 0:00:00,7/24/2019 0:00:00,42.333100000000002,-71.090100000000007,1456,,,Tremont-Crossing-(P-3),404
742,Boston University - East Campus Student Service Center,,1457,,,,,,,Fenway,,,,9/21/2010 0:00:00,4/26/2011 0:00:00,8/30/2012 0:00:00,10/30/2020 0:00:00,,42.350000000000001,-71.097899999999996,1457,,,Boston-University-East-Campus-Student-Service-Center,404
743,Warren Green,,1458,,,,,,,Charlestown,,,1/6/2011 0:00:00,3/10/2011 0:00:00,2/16/2012 0:00:00,10/2/2013 0:00:00,10/30/2020 0:00:00,,42.372999999999998,-71.060199999999995,1458,,,Warren-Green,404
744,41 Westland Avenue,,1459,,,,,,,Fenway,,2/11/2011 0:00:00,3/14/2011 0:00:00,5/12/2011 0:00:00,12/20/2012 0:00:00,4/28/2014 0:00:00,11/30/2020 0:00:00,5/12/2011 0:00:00,42.344000000000001,-71.087800000000001,1459,,http://www.bostonplans.org/projects/development-projects/41-Westland-Avenue,41-Westland-Avenue,200
745,Winsor School Project,,1460,,,,,,,Longwood Medical Area,,2/11/2011 0:00:00,3/14/2011 0:00:00,9/15/2011 0:00:00,7/15/2013 0:00:00,9/4/2013 0:00:00,11/30/2020 0:00:00,9/15/2011 0:00:00,42.340800000000002,-71.107500000000002,1460,,http://www.bostonplans.org/projects/development-projects/Winsor-School-Project,Winsor-School-Project,200
746,360 West Second Street,,1461,,,,,,,South Boston,,,3/9/2011 0:00:00,7/14/2011 0:00:00,1/24/2012 0:00:00,7/10/2013 0:00:00,11/30/2020 0:00:00,7/14/2011 0:00:00,42.338500000000003,-71.046199999999999,1461,,http://www.bostonplans.org/projects/development-projects/360-West-Second-Street,360-West-Second-Street,200
747,375-399 Chestnut Hill Avenue,,1462,,,,,,,Brighton,,3/30/2012 0:00:00,8/16/2012 0:00:00,6/19/2014 0:00:00,7/7/2016 0:00:00,4/4/2018 0:00:00,11/30/2020 0:00:00,5/27/2016 0:00:00,42.334200000000003,-71.151200000000003,1462,,http://www.bostonplans.org/projects/development-projects/375-399-Chestnut-Hill-Avenue,375-399-Chestnut-Hill-Avenue,200
748,Quincy Heights,,1463,,,,,,,Dorchester,,,4/13/2011 0:00:00,6/16/2011 0:00:00,3/4/2013 0:00:00,8/20/2014 0:00:00,11/30/2020 0:00:00,6/16/2011 0:00:00,42.313200000000002,-71.074600000000004,1463,,,Quincy-Heights,404
749,Codman Square Health and Education Center,,1464,,,,,,,Dorchester,,,5/10/2011 0:00:00,6/16/2011 0:00:00,9/13/2011 0:00:00,10/11/2012 0:00:00,10/30/2020 0:00:00,,42.289400000000001,-71.071899999999999,1464,,,Codman-Square-Health-and-Education-Center,404
750,3521-3529 Washington Street,,1465,,,,,,,Jamaica Plain,,5/13/2011 0:00:00,8/23/2011 0:00:00,11/13/2014 0:00:00,5/21/2018 0:00:00,2/18/2020 0:00:00,11/30/2020 0:00:00,9/9/2019 0:00:00,42.305199999999999,-71.109899999999996,1465,,http://www.bostonplans.org/projects/development-projects/3521-3529-Washington-Street,3521-3529-Washington-Street,200
751,Logan Square,,1466,,,,,,,Hyde Park,,,6/13/2011 0:00:00,,,,10/30/2020 0:00:00,,42.254800000000003,-71.120500000000007,1466,,,Logan-Square,404
752,1282 Boylston Street (McDonald's),,1468,,,,,,,Fenway,,,7/6/2011 0:00:00,3/14/2013 0:00:00,11/19/2013 0:00:00,1/7/2016 0:00:00,11/2/2020 0:00:00,,42.344499999999996,-71.096999999999994,1468,,http://www.bostonplans.org/projects/development-projects/1282-Boylston-Street-(McDonald-s),1282-Boylston-Street-(McDonald-s),200
753,881-883 East Second Street,,1469,,,,,,,South Boston,,,8/8/2011 0:00:00,10/20/2011 0:00:00,4/18/2013 0:00:00,6/25/2015 0:00:00,11/29/2020 0:00:00,10/20/2011 0:00:00,42.337200000000003,-71.027799999999999,1469,,http://www.bostonplans.org/projects/development-projects/881-883-East-Second-Street,881-883-East-Second-Street,200
754,375 Market Street,,1470,,,,,,,Brighton,,7/29/2011 0:00:00,11/1/2011 0:00:00,12/16/2011 0:00:00,12/30/2014 0:00:00,9/30/2015 0:00:00,1/19/2021 0:00:00,8/1/2013 0:00:00,42.350600000000000,-71.152799999999999,1470,,http://www.bostonplans.org/projects/development-projects/375-Market-Street,375-Market-Street,200
755,339 D Street,,1471,,,,,,,South Boston,,,6/24/2011 0:00:00,8/18/2011 0:00:00,11/2/2012 0:00:00,7/1/2014 0:00:00,11/29/2020 0:00:00,8/18/2011 0:00:00,42.340200000000003,-71.048800000000000,1471,,http://www.bostonplans.org/projects/development-projects/339-D-Street,339-D-Street,200
756,630 East Second Street,,1472,,,,,,,South Boston,,,8/18/2011 0:00:00,2/16/2012 0:00:00,9/20/2012 0:00:00,7/31/2013 0:00:00,10/30/2020 0:00:00,,42.337499999999999,-71.037899999999993,1472,,,630-East-Second-Street,404
757,399 Congress Street,,1473,,,,,,,South Boston Waterfront,,,,7/16/2013 0:00:00,7/7/2017 0:00:00,12/13/2019 0:00:00,12/9/2020 0:00:00,10/2/2020 0:00:00,42.348999999999997,-71.046599999999998,1473,,http://www.bostonplans.org/projects/development-projects/399-Congress-Street,399-Congress-Street,200
758,381 Congress Street,,1474,,,,,,,South Boston Waterfront,,,9/7/2011 0:00:00,10/20/2011 0:00:00,12/12/2012 0:00:00,11/13/2013 0:00:00,12/4/2020 0:00:00,10/20/2011 0:00:00,42.349600000000002,-71.047600000000003,1474,,http://www.bostonplans.org/projects/development-projects/381-Congress-Street,381-Congress-Street,200
759,40 Warren Street,,1475,,,,,,,Charlestown,,,8/10/2011 0:00:00,11/17/2011 0:00:00,3/15/2012 0:00:00,,11/30/2020 0:00:00,11/17/2011 0:00:00,42.373300000000000,-71.061499999999995,1475,,http://www.bostonplans.org/projects/development-projects/40-Warren-Street,40-Warren-Street,200
760,60-66 Brainerd Road,,1476,,,,,,,Allston,,,10/11/2011 0:00:00,12/16/2011 0:00:00,10/2/2012 0:00:00,7/30/2013 0:00:00,11/30/2020 0:00:00,4/9/2013 0:00:00,42.347499999999997,-71.133099999999999,1476,,http://www.bostonplans.org/projects/development-projects/60-66-Brainerd-Road,60-66-Brainerd-Road,200
761,E Street Self Storage,,1477,,,,,,,South Boston Waterfront,,,10/7/2011 0:00:00,11/17/2011 0:00:00,11/9/2012 0:00:00,12/10/2013 0:00:00,11/30/2020 0:00:00,11/17/2011 0:00:00,42.340800000000002,-71.046499999999995,1477,,http://www.bostonplans.org/projects/development-projects/E-Street-Self-Storage,E-Street-Self-Storage,200
762,Fan Pier - Vertex,,1478,,,,,,,South Boston Waterfront,,,,4/14/2011 0:00:00,6/28/2011 0:00:00,1/17/2014 0:00:00,11/29/2020 0:00:00,4/14/2011 0:00:00,42.353900000000003,-71.045900000000003,1478,,http://www.bostonplans.org/projects/development-projects/Fan-Pier-Vertex,Fan-Pier-Vertex,200
763,Learning Center at Bromley Heath,,1479,,,,,,,Jamaica Plain,,,10/11/2011 0:00:00,11/17/2011 0:00:00,12/6/2012 0:00:00,5/8/2014 0:00:00,11/30/2020 0:00:00,11/17/2011 0:00:00,42.325200000000002,-71.101900000000001,1479,,http://www.bostonplans.org/projects/development-projects/Learning-Center-at-Bromley-Heath,Learning-Center-at-Bromley-Heath,200
764,Brigham and Womens Hospital - Green Project,,1480,,,,,,,Longwood Medical Area,,,,2/16/2010 0:00:00,,,11/29/2020 0:00:00,2/16/2010 0:00:00,42.335400000000000,-71.105900000000005,1480,,,Brigham-and-Womens-Hospital-Green-Project,404
765,Harvard University - Tata Hall,,1481,,,,,,,Brighton,,,,9/15/2011 0:00:00,9/6/2012 0:00:00,1/6/2014 0:00:00,11/29/2020 0:00:00,9/15/2011 0:00:00,42.366700000000002,-71.119000000000000,1481,,,Harvard-University-Tata-Hall,404
766,411 D Street,,1482,,,,,,,South Boston Waterfront,,10/26/2011 0:00:00,12/22/2011 0:00:00,4/12/2012 0:00:00,1/17/2013 0:00:00,8/31/2015 0:00:00,1/11/2021 0:00:00,4/12/2012 0:00:00,42.344099999999997,-71.043999999999997,1482,,http://www.bostonplans.org/projects/development-projects/411-D-Street,411-D-Street,200
767,102-110 Broad Street,,1483,,,,,,,Downtown,,6/27/2011 0:00:00,1/2/2015 0:00:00,1/14/2016 0:00:00,3/15/2016 0:00:00,11/13/2018 0:00:00,10/30/2020 0:00:00,,42.357399999999998,-71.052099999999996,1483,,http://www.bostonplans.org/projects/development-projects/102-110-Broad-Street,102-110-Broad-Street,200
768,Brigham and Women's Hospital - Parcel C45 Ave de Louis Pasteur,,1484,,,,,,,Longwood Medical Area,,12/12/2011 0:00:00,1/3/2012 0:00:00,5/15/2012 0:00:00,,,11/30/2020 0:00:00,5/15/2012 0:00:00,42.339300000000001,-71.102599999999995,1484,,,Brigham-and-Women-s-Hospital-Parcel-C45-Ave-de-Louis-Pasteur,404
769,New England Conservatory - Student Life and Performance Center,,1485,,,,,,,Fenway,,12/16/2011 0:00:00,,7/12/2012 0:00:00,9/4/2015 0:00:00,5/18/2017 0:00:00,11/29/2020 0:00:00,7/12/2012 0:00:00,42.341999999999999,-71.084900000000005,1485,,,New-England-Conservatory-Student-Life-and-Performance-Center,404
770,St Elizabeth's Hospital - Connel ED Urgent Care Building,,1486,,,,,,,Brighton,,,,5/15/2012 0:00:00,2/2/2012 0:00:00,9/9/2013 0:00:00,10/30/2020 0:00:00,,42.348599999999998,-71.147999999999996,1486,,,St-Elizabeth-s-Hospital-Connel-ED-Urgent-Care-Building,404
771,2 H Street,,1488,,,,,,,South Boston,,1/11/2012 0:00:00,4/6/2012 0:00:00,7/12/2012 0:00:00,,,11/30/2020 0:00:00,7/12/2012 0:00:00,42.337600000000002,-71.040999999999997,1488,,http://www.bostonplans.org/projects/development-projects/2-H-Street,2-H-Street,200
772,Showa Boston Institute for Language and Culture,,1490,,,,,,,Jamaica Plain,,,1/13/2012 0:00:00,12/5/2013 0:00:00,,,10/30/2020 0:00:00,,42.307000000000002,-71.129599999999996,1490,,,Showa-Boston-Institute-for-Language-and-Culture,404
773,Boston Landing,,1492,,,,,,,Brighton,,2/1/2012 0:00:00,,9/13/2012 0:00:00,12/29/2014 0:00:00,7/28/2016 0:00:00,11/30/2020 0:00:00,9/9/2020 0:00:00,42.357399999999998,-71.144700000000000,1492,,http://www.bostonplans.org/projects/development-projects/Boston-Landing,Boston-Landing,200
774,"Ink Block, Sepia & Siena Condominiums",,1493,,,,,,,South End,,6/7/2011 0:00:00,2/1/2012 0:00:00,2/11/2016 0:00:00,10/6/2016 0:00:00,4/4/2018 0:00:00,11/29/2020 0:00:00,2/11/2016 0:00:00,42.345199999999998,-71.062700000000007,1493,,"http://www.bostonplans.org/projects/development-projects/Ink-Block,-Sepia-&-Siena-Condominiums","Ink-Block,-Sepia-&-Siena-Condominiums",200
775,Economy Plumbing and Heating Supply Company Expansion,,1494,,,,,,,Mattapan,,1/17/2013 0:00:00,7/31/2013 0:00:00,9/26/2013 0:00:00,10/7/2014 0:00:00,,11/30/2020 0:00:00,9/24/2014 0:00:00,42.279800000000002,-71.085300000000004,1494,,,Economy-Plumbing-and-Heating-Supply-Company-Expansion,404
776,2-14 Taber Street,,1495,,,,,,,Roxbury,,,1/30/2012 0:00:00,8/9/2012 0:00:00,,,10/30/2020 0:00:00,,42.330199999999998,-71.082700000000003,1495,,,2-14-Taber-Street,404
777,Dudley Municipal Building,,1496,,,,,,,Roxbury,,,,,,,10/30/2020 0:00:00,,42.330199999999998,-71.083600000000004,1496,,http://www.bostonplans.org/projects/development-projects/Dudley-Municipal-Building,Dudley-Municipal-Building,200
778,Boston University - New Balance Field,,1497,,,,,,,Allston,,,2/28/2012 0:00:00,8/9/2012 0:00:00,12/14/2012 0:00:00,8/23/2013 0:00:00,11/30/2020 0:00:00,8/9/2012 0:00:00,42.353200000000001,-71.121700000000004,1497,,http://www.bostonplans.org/projects/development-projects/Boston-University-New-Balance-Field,Boston-University-New-Balance-Field,200
779,Exeter Residences,,1498,,,,,,,Back Bay,,,,12/4/2008 0:00:00,,,1/11/2021 0:00:00,,42.348599999999998,-71.078800000000001,1498,,,Exeter-Residences,404
780,Roxbury Tenants of Harvard Community Center,,1499,,,,,,,Mission Hill,,,3/9/2012 0:00:00,6/12/2012 0:00:00,10/2/2012 0:00:00,,10/30/2020 0:00:00,,42.334299999999999,-71.109300000000005,1499,,,Roxbury-Tenants-of-Harvard-Community-Center,404
781,637 East First Street,,1500,,,,,,,South Boston,,,3/14/2012 0:00:00,5/15/2012 0:00:00,8/29/2012 0:00:00,8/5/2013 0:00:00,11/30/2020 0:00:00,5/15/2012 0:00:00,42.337899999999998,-71.034099999999995,1500,,http://www.bostonplans.org/projects/development-projects/637-East-First-Street,637-East-First-Street,200
782,Wheelock College - Resource Center,,1501,,,,,,,Longwood Medical Area,,,,5/15/2012 0:00:00,9/21/2012 0:00:00,9/18/2013 0:00:00,10/30/2020 0:00:00,,42.341999999999999,-71.106099999999998,1501,,http://www.bostonplans.org/projects/development-projects/Wheelock-College-Resource-Center,Wheelock-College-Resource-Center,200
783,Merck - PDA Development Plan,,1502,,,,,,,Longwood Medical Area,,,,,,,10/30/2020 0:00:00,,42.339799999999997,-71.103200000000001,1502,,http://www.bostonplans.org/projects/development-projects/Merck-PDA-Development-Plan,Merck-PDA-Development-Plan,200
784,YMCA Renovation,,1503,,,,,,,Fenway,,3/26/2012 0:00:00,5/11/2012 0:00:00,9/13/2012 0:00:00,8/5/2011 0:00:00,1/7/2015 0:00:00,10/30/2020 0:00:00,,42.340499999999999,-71.087100000000007,1503,,http://www.bostonplans.org/projects/development-projects/YMCA-Renovation,YMCA-Renovation,200
785,415 McClellan Highway,,1504,,,,,,,East Boston,,3/30/2012 0:00:00,11/5/2012 0:00:00,2/14/2013 0:00:00,5/23/2014 0:00:00,7/28/2015 0:00:00,10/30/2020 0:00:00,,42.391500000000001,-71.012600000000006,1504,,,415-McClellan-Highway,404
786,105A South Huntington Avenue,,1505,,,,,,,Jamaica Plain,,4/2/2012 0:00:00,7/11/2012 0:00:00,9/17/2015 0:00:00,9/8/2015 0:00:00,7/7/2017 0:00:00,10/30/2020 0:00:00,,42.329000000000001,-71.111300000000000,1505,,http://www.bostonplans.org/projects/development-projects/105A-South-Huntington-Avenue,105A-South-Huntington-Avenue,200
787,477-481 Harrison Avenue,,1506,,,,,,,South End,,,4/10/2012 0:00:00,5/15/2012 0:00:00,10/15/2014 0:00:00,5/5/2016 0:00:00,11/30/2020 0:00:00,5/15/2012 0:00:00,42.342100000000002,-71.066699999999997,1506,,http://www.bostonplans.org/projects/development-projects/477-481-Harrison-Avenue,477-481-Harrison-Avenue,200
788,1004-1012 Tremont Street,,1508,,,,,,,Roxbury,,,,,,5/13/2020 0:00:00,11/29/2020 0:00:00,3/14/2013 0:00:00,42.336700000000000,-71.084699999999998,1508,,http://www.bostonplans.org/projects/development-projects/1004-1012-Tremont-Street,1004-1012-Tremont-Street,200
789,One Channel Center,,1509,,,,,,,South Boston Waterfront,,,,6/12/2012 0:00:00,8/15/2012 0:00:00,1/31/2014 0:00:00,10/30/2020 0:00:00,,42.344499999999996,-71.052300000000002,1509,,http://www.bostonplans.org/projects/development-projects/One-Channel-Center,One-Channel-Center,200
790,The Pierce,,1510,,,,,,,Fenway,,5/3/2012 0:00:00,2/28/2013 0:00:00,2/26/2015 0:00:00,10/28/2015 0:00:00,1/26/2018 0:00:00,1/11/2021 0:00:00,,42.343699999999998,-71.101900000000001,1510,,http://www.bostonplans.org/projects/development-projects/The-Pierce,The-Pierce,200
791,Georgetowne Homes Preservation Project,,1512,,,,,,,West Roxbury,,,5/25/2012 0:00:00,7/12/2012 0:00:00,5/13/2013 0:00:00,9/1/2015 0:00:00,10/30/2020 0:00:00,,42.259799999999998,-71.145899999999997,1512,,,Georgetowne-Homes-Preservation-Project,404
792,422 River Street,,1514,,,,,,,Mattapan,,,5/25/2012 0:00:00,7/12/2012 0:00:00,9/2/2014 0:00:00,12/30/2016 0:00:00,10/30/2020 0:00:00,,42.269300000000001,-71.090800000000002,1514,,http://www.bostonplans.org/projects/development-projects/422-River-Street,422-River-Street,200
793,1008 Tremont Street,,1515,,,,,,,Roxbury,,,,,,,10/30/2020 0:00:00,,42.336700000000000,-71.084699999999998,1515,,,1008-Tremont-Street,404
794,Wentworth - Ira Allen Building Addition,,1516,,,,,,,Mission Hill,,,,12/14/2010 0:00:00,,,11/29/2020 0:00:00,12/14/2010 0:00:00,42.336100000000002,-71.093800000000002,1516,,http://www.bostonplans.org/projects/development-projects/Wentworth-Ira-Allen-Building-Addition,Wentworth-Ira-Allen-Building-Addition,200
795,Wentworth - Flanagan Campus Center at Beatty Hall,,1517,,,,,,,Mission Hill,,,,12/14/2010 0:00:00,,,11/29/2020 0:00:00,12/14/2010 0:00:00,42.335599999999999,-71.095600000000005,1517,,http://www.bostonplans.org/projects/development-projects/Wentworth-Flanagan-Campus-Center-at-Beatty-Hall,Wentworth-Flanagan-Campus-Center-at-Beatty-Hall,200
796,Wentworth - Student Apartments (525 Huntington Ave),,1518,,,,,,,Fenway,,,,11/15/2012 0:00:00,5/6/2013 0:00:00,8/28/2014 0:00:00,11/29/2020 0:00:00,11/15/2012 0:00:00,42.337699999999998,-71.096400000000003,1518,,,Wentworth-Student-Apartments-(525-Huntington-Ave),404
797,35 Northampton Street,,1519,,,,,,,Roxbury,,7/25/2012 0:00:00,8/3/2012 0:00:00,9/13/2012 0:00:00,10/2/2013 0:00:00,1/26/2015 0:00:00,11/30/2020 0:00:00,9/13/2012 0:00:00,42.333900000000000,-71.075000000000003,1519,,http://www.bostonplans.org/projects/development-projects/35-Northampton-Street,35-Northampton-Street,200
798,Millennium Tower and Burnham Building,,1520,,,,,,,Downtown,,,,9/13/2012 0:00:00,6/30/2014 0:00:00,11/16/2017 0:00:00,11/29/2020 0:00:00,9/13/2012 0:00:00,42.355800000000002,-71.059700000000007,1520,,http://www.bostonplans.org/projects/development-projects/Millennium-Tower-and-Burnham-Building,Millennium-Tower-and-Burnham-Building,200
799,North Bennet Street School,,1521,,,,,,,North End,,8/2/2012 0:00:00,9/14/2012 0:00:00,10/18/2012 0:00:00,4/5/2013 0:00:00,10/23/2013 0:00:00,10/30/2020 0:00:00,,42.362699999999997,-71.054699999999997,1521,,,North-Bennet-Street-School,404
